WK_DT,PIPE_NO,DV_R,DA_R,AV_R,AA_R,PM_R,FIN_JGMT
20220401203315000,PP22032200023,260,7200,255,3900,5200,0
20220401203315000,PP22032200023,255,7100,260,3800,5100,0
20220401203315300,PP22032200023,250,7000,255,3850,5000,0
20220401203315300,PP22032200023,255,6900,250,3900,4900,0
20220401203315400,PP22032200023,260,6800,255,4000,4800,0
20220401203315400,PP22032200023,255,6900,260,4100,4700,0
20220401203315600,PP22032200023,250,7000,255,4200,4800,0
20220401203315600,PP22032200023,255,7100,250,4300,4900,0
20220401203315900,PP22032200023,260,7200,250,4400,5000,0
20220401203315900,PP22032200023,255,7100,255,4500,5100,0
20220401203316100,PP22032200023,250,7000,260,4200,5200,0
20220401203316100,PP22032200023,255,6900,255,4100,5000,0
20220401203316200,PP22032200023,260,6800,250,4000,4900,0
20220401203316200,PP22032200023,255,6900,255,4000,4800,0
20220401203316500,PP22032200023,260,7000,260,4200,4700,0
20220401203316500,PP22032200023,255,7100,255,4100,4800,0
20220401203316700,PP22032200023,250,7200,250,4300,4900,0
20220401203316700,PP22032200023,255,7100,255,4400,5000,0
20220401203316900,PP22032200023,260,7000,260,4200,5100,0
20220401203316900,PP22032200023,255,7000,255,4000,5200,0
20220401203317200,PP22032200023,250,7100,250,3900,5100,0
20220401203317200,PP22032200023,250,7200,255,3800,5000,0
20220401203317300,PP22032200023,255,7100,260,3850,5100,0
20220401203317300,PP22032200023,260,7000,255,3900,5200,0
20220401203317500,PP22032200023,255,6900,260,4000,5100,0
20220401203317500,PP22032200023,250,6800,255,4100,5000,0
20220401203317800,PP22032200023,255,6900,250,4200,4900,0
20220401203317800,PP22032200023,260,7000,255,4300,4800,0
20220401203318000,PP22032200023,255,7100,260,4400,4700,0
20220401203318000,PP22032200023,250,7200,255,4500,4800,0
20220401203318300,PP22032200023,255,7100,250,4200,4900,0
20220401203318300,PP22032200023,260,7000,250,4100,5000,0
20220401203318400,PP22032200023,255,6900,255,4000,5100,0
20220401203318400,PP22032200023,250,6800,260,4000,5200,0
20220401203318600,PP22032200023,255,6900,255,4200,5000,0
20220401203318600,PP22032200023,260,7000,250,4100,4900,0
20220401203318900,PP22032200023,255,7100,255,4300,4800,0
20220401203318900,PP22032200023,260,7200,260,4400,4700,0
20220401203319100,PP22032200023,255,7100,255,4200,4800,0
20220401203319100,PP22032200023,250,7000,250,4000,4900,0
20220401203319300,PP22032200023,255,7000,255,3900,5000,0
20220401203319300,PP22032200023,260,7100,260,3800,5100,0
20220401203319500,PP22032200023,255,7200,255,3850,5200,0
20220401203319500,PP22032200023,250,7100,250,3900,5100,0
20220401203319700,PP22032200023,250,7000,255,4000,5000,0
20220401203319700,PP22032200023,255,6900,260,4100,5100,0
20220401203319900,PP22032200023,260,6800,255,4200,5200,0
20220401203319900,PP22032200023,255,6900,260,4300,5100,0
20220401203320200,PP22032200023,250,7000,255,4400,5000,0
20220401203320200,PP22032200023,255,7100,250,4500,4900,0
20220401203320400,PP22032200023,260,7200,255,4200,4800,0
20220401203320400,PP22032200023,255,7100,260,4100,4700,0
20220401203320500,PP22032200023,250,7000,255,4000,4800,0
20220401203320500,PP22032200023,255,6900,250,4000,4900,0
20220401203320800,PP22032200023,260,6800,250,4200,5000,0
20220401203320800,PP22032200023,255,6900,255,4100,5100,0
20220401203321000,PP22032200023,250,7000,260,4300,5200,0
20220401203321000,PP22032200023,255,7100,255,4400,5000,0
20220401203321300,PP22032200023,260,7200,250,4200,4900,0
20220401203321300,PP22032200023,255,7100,255,4000,4800,0
20220401203321500,PP22032200023,260,7000,260,3900,4700,0
20220401203321500,PP22032200023,255,7000,255,3800,4800,0
20220401203321600,PP22032200023,250,7100,250,3850,4900,0
20220401203321600,PP22032200023,255,7200,255,3900,5000,0
20220401203321900,PP22032200023,260,7100,260,4000,5100,0
20220401203321900,PP22032200023,255,7000,255,4100,5200,0
20220401203322100,PP22032200023,250,6900,250,4200,5100,0
20220401203322100,PP22032200023,250,6800,255,4300,5000,0
20220401203322300,PP22032200023,255,6900,260,4400,5100,0
20220401203322300,PP22032200023,260,7000,255,4500,5200,0
20220401203322600,PP22032200023,255,7100,260,4200,5100,0
20220401203322600,PP22032200023,250,7200,255,4100,5000,0
20220401203322700,PP22032200023,255,7100,250,4000,4900,0
20220401203322700,PP22032200023,260,7000,255,4000,4800,0
20220401203322900,PP22032200023,255,6900,260,4200,4700,0
20220401203322900,PP22032200023,250,6800,255,4100,4800,0
20220401203323200,PP22032200023,255,6900,250,4300,4900,0
20220401203323200,PP22032200023,260,7000,250,4400,5000,0
20220401203323400,PP22032200023,255,7100,255,4200,5100,0
20220401203323400,PP22032200023,250,7200,260,4000,5200,0
20220401203323700,PP22032200023,255,7100,255,3900,5000,0
20220401203323700,PP22032200023,260,7000,250,3800,4900,0
20220401203323800,PP22032200023,255,7000,255,3850,4800,0
20220401203323800,PP22032200023,260,7100,260,3900,4700,0
20220401203324000,PP22032200023,255,7200,255,4000,4800,0
20220401203324000,PP22032200023,250,7100,250,4100,4900,0
20220401203324300,PP22032200023,255,7000,255,4200,5000,0
20220401203324300,PP22032200023,260,6900,260,4300,5100,0
20220401203324500,PP22032200023,255,6800,255,4400,5200,0
20220401203324500,PP22032200023,250,6900,250,4500,5100,0
20220401203324600,PP22032200023,250,7000,255,4200,5000,0
20220401203324600,PP22032200023,255,7100,260,4100,5100,0
20220401203324900,PP22032200023,260,7200,255,4000,5200,0
20220401203324900,PP22032200023,255,7100,260,4000,5100,0
20220401203325100,PP22032200023,250,7000,255,4200,5000,0
20220401203325100,PP22032200023,255,6900,250,4100,4900,0
20220401203325300,PP22032200023,260,6800,255,4300,4800,0
20220401203325300,PP22032200023,255,6900,260,4400,4700,0
20220401203325600,PP22032200023,250,7000,255,4200,4800,0
20220401203325600,PP22032200023,255,7100,250,4000,4900,0
20220401203325700,PP22032200023,260,7200,250,3900,5000,0
20220401203325700,PP22032200023,255,7100,255,3800,5100,0
20220401203325900,PP22032200023,250,7000,260,3850,5200,0
20220401203325900,PP22032200023,255,7300,255,3900,5000,0
20220401203326200,PP22032200023,260,7200,250,4000,4900,0
20220401203326200,PP22032200023,255,7000,255,4100,4800,0
20220401203326400,PP22032200023,260,7100,260,4200,4700,0
20220401203326400,PP22032200023,255,7200,255,4300,4800,0
20220401203326700,PP22032200023,250,7100,250,4400,4900,0
20220401203326700,PP22032200023,255,7000,255,4500,5000,0
20220401203326800,PP22032200023,260,6900,260,4200,5100,0
20220401203326800,PP22032200023,255,6800,255,4100,5200,0
20220401203327000,PP22032200023,250,6900,250,4000,5100,0
20220401203327000,PP22032200023,250,7000,255,4000,5000,0
20220401203327300,PP22032200023,255,7100,260,4200,5100,0
20220401203327300,PP22032200023,260,7200,255,4100,5200,0
20220401203327500,PP22032200023,255,7100,260,4300,5100,0
20220401203327500,PP22032200023,250,7000,255,4400,5000,0
20220401203327700,PP22032200023,255,6900,250,4200,4900,0
20220401203327700,PP22032200023,260,6800,255,4000,4800,0
20220401203327900,PP22032200023,255,6900,260,3900,4700,0
20220401203327900,PP22032200023,250,7000,255,3800,4800,0
20220401203328100,PP22032200023,255,7100,250,3850,4900,0
20220401203328100,PP22032200023,260,7200,250,3900,5000,0
20220401203328300,PP22032200023,255,7100,255,4000,5100,0
20220401203328300,PP22032200023,250,7000,260,4100,5200,0
20220401203328600,PP22032200023,255,7000,255,4200,5000,0
20220401203328600,PP22032200023,260,7100,250,4300,4900,0
20220401203328800,PP22032200023,255,7200,255,4400,4800,0
20220401203328800,PP22032200023,260,7100,260,4500,4700,0
20220401203328900,PP22032200023,255,7000,255,4200,4800,0
20220401203328900,PP22032200023,250,6900,250,4100,4900,0
20220401203329200,PP22032200023,255,6800,255,4000,5000,0
20220401203329200,PP22032200023,260,6900,260,4000,5100,0
20220401203329400,PP22032200023,255,7000,255,4200,5200,0
20220401203329400,PP22032200023,250,7100,250,4100,5100,0
20220401203329700,PP22032200023,250,7200,255,4300,5000,0
20220401203329700,PP22032200023,255,7100,260,4400,5100,0
20220401203329800,PP22032200023,260,7000,255,4200,5200,0
20220401203329800,PP22032200023,255,6900,260,4000,5100,0
20220401203330000,PP22032200023,250,6800,255,3900,5000,0
20220401203330000,PP22032200023,255,6900,250,3800,4900,0
20220401203330300,PP22032200023,260,7000,255,3850,4800,0
20220401203330300,PP22032200023,255,7100,260,3900,4700,0
20220401203330500,PP22032200023,250,7200,255,4000,4800,0
20220401203330500,PP22032200023,255,7100,250,4100,4900,0
20220401203330700,PP22032200023,260,7000,250,4200,5000,0
20220401203330700,PP22032200023,255,7000,255,4300,5100,0
20220401203331000,PP22032200023,250,7100,260,4400,5200,0
20220401203331000,PP22032200023,255,7200,255,4500,5000,0
20220401203331100,PP22032200023,260,7100,250,4200,4900,0
20220401203331100,PP22032200023,255,7000,255,4100,4800,0
20220401203331300,PP22032200023,260,6900,260,4000,4700,0
20220401203331300,PP22032200023,255,6800,255,4000,4800,0
20220401203331600,PP22032200023,250,6900,250,4200,4900,0
20220401203331600,PP22032200023,255,7000,255,4100,5000,0
20220401203331800,PP22032200023,260,7100,260,4300,5100,0
20220401203331800,PP22032200023,255,7200,255,4400,5200,0
20220401203332100,PP22032200023,250,7100,250,4200,5100,0
20220401203332100,PP22032200023,250,7000,255,4000,5000,0
20220401203332200,PP22032200023,255,6900,260,3900,5100,0
20220401203332200,PP22032200023,260,6800,255,3800,5200,0
20220401203332400,PP22032200023,255,6900,260,3850,5100,0
20220401203332400,PP22032200023,250,7000,255,3900,5000,0
20220401203332700,PP22032200023,255,7100,250,4000,4900,0
20220401203332700,PP22032200023,260,7200,255,4100,4800,0
20220401203332900,PP22032200023,255,7100,260,4200,4700,0
20220401203332900,PP22032200023,250,7000,255,4300,4800,0
20220401203333100,PP22032200023,255,7000,250,4400,4900,0
20220401203333100,PP22032200023,260,7100,250,4500,5000,0
20220401203333300,PP22032200023,255,7200,255,4200,5100,0
20220401203333300,PP22032200023,250,7100,260,4100,5200,0
20220401203333500,PP22032200023,255,7000,255,4000,5000,0
20220401203333500,PP22032200023,260,6900,250,4000,4900,0
20220401203333800,PP22032200023,255,6800,255,4200,4800,0
20220401203333800,PP22032200023,260,6900,260,4100,4700,0
20220401203334000,PP22032200023,255,7000,255,4300,4800,0
20220401203334000,PP22032200023,250,7100,250,4400,4900,0
20220401203334200,PP22032200023,255,7200,255,4200,5000,0
20220401203334200,PP22032200023,260,7100,260,4000,5100,0
20220401203334300,PP22032200023,255,7000,255,3900,5200,0
20220401203334300,PP22032200023,250,6900,250,3800,5100,0
20220401203334600,PP22032200023,250,6800,255,3850,5000,0
20220401203334600,PP22032200023,255,6900,260,3900,5100,0
20220401203334800,PP22032200023,260,7000,255,4000,5200,0
20220401203334800,PP22032200023,255,7100,260,4100,5100,0
20220401203335100,PP22032200023,250,7200,255,4200,5000,0
20220401203335100,PP22032200023,255,7100,250,4300,4900,0
20220401203335300,PP22032200023,260,7000,255,4400,4800,0
20220401203335300,PP22032200023,255,7000,260,4500,4700,0
20220401203335400,PP22032200023,250,7100,255,4200,4800,0
20220401203335400,PP22032200023,255,7200,250,4100,4900,0
20220401203335700,PP22032200023,260,7100,250,4000,5000,0
20220401203335700,PP22032200023,255,7000,255,4000,5100,0
20220401203335900,PP22032200023,250,6900,260,4200,5200,0
20220401203335900,PP22032200023,255,6800,255,4100,5000,0
20220401203336100,PP22032200023,260,6900,250,4300,4900,0
20220401203336100,PP22032200023,255,7000,255,4400,4800,0
20220401203336300,PP22032200023,260,7100,260,4200,4700,0
20220401203336300,PP22032200023,255,7200,255,4000,4800,0
20220401203336500,PP22032200023,250,7100,250,3900,4900,0
20220401203336500,PP22032200023,255,7000,255,3800,5000,0
20220401203336700,PP22032200023,260,6900,260,3850,5100,0
20220401203336700,PP22032200023,255,6800,255,3900,5200,0
20220401203337000,PP22032200023,250,6900,250,4000,5100,0
20220401203337000,PP22032200023,250,7000,255,4100,5000,0
20220401203337200,PP22032200023,255,7100,260,4200,5100,0
20220401203337200,PP22032200023,260,7200,255,4300,5200,0
20220401203337300,PP22032200023,255,7100,260,4400,5100,0
20220401203337300,PP22032200023,250,7000,255,4500,5000,0
20220401203337600,PP22032200023,255,7300,250,4200,4900,0
20220401203337600,PP22032200023,260,7200,255,4100,4800,0
20220401203337800,PP22032200023,255,7000,260,4000,4700,0
20220401203337800,PP22032200023,250,7100,255,4000,4800,0
20220401203338100,PP22032200023,255,7200,250,4200,4900,0
20220401203338100,PP22032200023,260,7100,250,4100,5000,0
20220401203338300,PP22032200023,255,7000,255,4300,5100,0
20220401203338300,PP22032200023,250,6900,260,4400,5200,0
20220401203338500,PP22032200023,255,6800,255,4200,5000,0
20220401203338500,PP22032200023,260,6900,250,4000,4900,0
20220401203338700,PP22032200023,255,7000,255,3900,4800,0
20220401203338700,PP22032200023,260,7100,260,3800,4700,0
20220401203338900,PP22032200023,255,7200,255,3850,4800,0
20220401203338900,PP22032200023,250,7100,250,3900,4900,0
20220401203339100,PP22032200023,255,7000,255,4000,5000,0
20220401203339100,PP22032200023,260,6900,260,4100,5100,0
20220401203339400,PP22032200023,255,6800,255,4200,5200,0
20220401203339400,PP22032200023,250,6900,250,4300,5100,0
20220401203339600,PP22032200023,250,7000,255,4400,5000,0
20220401203339600,PP22032200023,255,7100,260,4500,5100,0
20220401203339700,PP22032200023,260,7200,255,4200,5200,0
20220401203339700,PP22032200023,255,7100,260,4100,5100,0
20220401203340000,PP22032200023,250,7000,255,4000,5000,0
20220401203340000,PP22032200023,255,7000,250,4000,4900,0
20220401203340200,PP22032200023,260,7100,255,4200,4800,0
20220401203340200,PP22032200023,255,7200,260,4100,4700,0
20220401203340500,PP22032200023,250,7100,255,4300,4800,0
20220401203340500,PP22032200023,255,7000,250,4400,4900,0
20220401203340700,PP22032200023,260,6900,250,4200,5000,0
20220401203340700,PP22032200023,255,6800,255,4000,5100,0
20220401203340800,PP22032200023,250,6900,260,3900,5200,0
20220401203340800,PP22032200023,255,7000,255,3800,5000,0
20220401203341100,PP22032200023,260,7100,250,3850,4900,0
20220401203341100,PP22032200023,255,7200,255,3900,4800,0
20220401203341300,PP22032200023,260,7100,260,4000,4700,0
20220401203341300,PP22032200023,255,7000,255,4100,4800,0
20220401203341500,PP22032200023,250,6900,250,4200,4900,0
20220401203341500,PP22032200023,255,6800,255,4300,5000,0
20220401203341700,PP22032200023,260,6900,260,4400,5100,0
20220401203341700,PP22032200023,255,7000,255,4500,5200,0
20220401203341900,PP22032200023,250,7100,250,4200,5100,0
20220401203341900,PP22032200023,250,7200,255,4100,5000,0
20220401203342100,PP22032200023,255,7100,260,4000,5100,0
20220401203342100,PP22032200023,260,7000,255,4000,5200,0
20220401203342400,PP22032200023,255,7300,260,4200,5100,0
20220401203342400,PP22032200023,250,7200,255,4100,5000,0
20220401203342600,PP22032200023,255,7000,250,4300,4900,0
20220401203342600,PP22032200023,260,7100,255,4400,4800,0
20220401203342700,PP22032200023,255,7200,260,4200,4700,0
20220401203342700,PP22032200023,250,7100,255,4000,4800,0
20220401203343000,PP22032200023,255,7000,250,3900,4900,0
20220401203343000,PP22032200023,260,6900,250,3800,5000,0
20220401203343200,PP22032200023,255,6800,255,3850,5100,0
20220401203343200,PP22032200023,250,6900,260,3900,5200,0
20220401203343500,PP22032200023,255,7000,255,4000,5000,0
20220401203343500,PP22032200023,260,7100,250,4100,4900,0
20220401203343700,PP22032200023,255,7200,255,4200,4800,0
20220401203343700,PP22032200023,260,7100,260,4300,4700,0
20220401203343800,PP22032200023,255,7000,255,4400,4800,0
20220401203343800,PP22032200023,250,6900,250,4500,4900,0
20220401203344100,PP22032200023,255,6800,255,4200,5000,0
20220401203344100,PP22032200023,260,6900,260,4100,5100,0
20220401203344300,PP22032200023,255,7000,255,4000,5200,0
20220401203344300,PP22032200023,250,7100,250,4000,5100,0
20220401203344500,PP22032200023,250,7200,255,4200,5000,0
20220401203344500,PP22032200023,255,7100,260,4100,5100,0
20220401203344800,PP22032200023,260,7000,255,4300,5200,0
20220401203344800,PP22032200023,255,7000,260,4400,5100,0
20220401203344900,PP22032200023,250,7100,255,4200,5000,0
20220401203344900,PP22032200023,255,7200,250,4000,4900,0
20220401203345100,PP22032200023,260,7100,255,3900,4800,0
20220401203345100,PP22032200023,255,7000,260,3800,4700,0
20220401203345400,PP22032200023,250,6900,255,3850,4800,0
20220401203345400,PP22032200023,255,6800,250,3900,4900,0
20220401203345600,PP22032200023,260,6900,250,4000,5000,0
20220401203345600,PP22032200023,255,7000,255,4100,5100,0
20220401203345900,PP22032200023,250,7100,260,4200,5200,0
20220401203345900,PP22032200023,255,7200,255,4300,5000,0
20220401203346000,PP22032200023,260,7100,250,4400,4900,0
20220401203346000,PP22032200023,255,7000,255,4500,4800,0
20220401203346200,PP22032200023,260,6900,260,4200,4700,0
20220401203346200,PP22032200023,255,6800,255,4100,4800,0
20220401203346500,PP22032200023,250,6900,250,4000,4900,0
20220401203346500,PP22032200023,255,7000,255,4000,5000,0
20220401203346700,PP22032200023,260,7100,260,4200,5100,0
20220401203346700,PP22032200023,255,7200,255,4100,5200,0
20220401203346900,PP22032200023,250,7100,250,4300,5100,0
20220401203346900,PP22032200023,250,7000,255,4400,5000,0
20220401203347200,PP22032200023,255,7000,260,4200,5100,0
20220401203347200,PP22032200023,260,7100,255,4000,5200,0
20220401203347300,PP22032200023,255,7200,260,3900,5100,0
20220401203347300,PP22032200023,250,7100,255,3800,5000,0
20220401203347500,PP22032200023,255,7000,250,3850,4900,0
20220401203347500,PP22032200023,260,6900,255,3900,4800,0
20220401203347800,PP22032200023,255,6800,260,4000,4700,0
20220401203347800,PP22032200023,250,6900,255,4100,4800,0
20220401203348000,PP22032200023,255,7000,250,4200,4900,0
20220401203348000,PP22032200023,260,7100,250,4300,5000,0
20220401203348100,PP22032200023,255,7200,255,4400,5100,0
20220401203348100,PP22032200023,250,7100,260,4500,5200,0
20220401203348400,PP22032200023,255,7000,255,4200,5000,0
20220401203348400,PP22032200023,260,6900,250,4100,4900,0
20220401203348600,PP22032200023,255,6800,255,4000,4800,0
20220401203348600,PP22032200023,260,6900,260,4000,4700,0
20220401203348900,PP22032200023,255,7000,255,4200,4800,0
20220401203348900,PP22032200023,250,7100,250,4100,4900,0
20220401203349000,PP22032200023,255,7200,255,4300,5000,0
20220401203349000,PP22032200023,260,7100,260,4400,5100,0
20220401203349200,PP22032200023,255,7000,255,4200,5200,0
20220401203349200,PP22032200023,250,7000,250,4000,5100,0
20220401203349500,PP22032200023,250,7100,255,3900,5000,0
20220401203349500,PP22032200023,255,7200,260,3800,5100,0
20220401203349700,PP22032200023,260,7100,255,3850,5200,0
20220401203349700,PP22032200023,255,7000,260,3900,5100,0
20220401203350000,PP22032200023,250,6900,255,4000,5000,0
20220401203350000,PP22032200023,255,6800,250,4100,4900,0
20220401203350100,PP22032200023,260,6900,255,4200,4800,0
20220401203350100,PP22032200023,255,7000,260,4300,4700,0
20220401203350300,PP22032200023,250,7100,255,4400,4800,0
20220401203350300,PP22032200023,255,7200,250,4500,4900,0
20220401203350500,PP22032200023,260,7100,250,4200,5000,0
20220401203350500,PP22032200023,255,7000,255,4100,5100,0
20220401203350800,PP22032200023,250,6900,260,4000,5200,0
20220401203350800,PP22032200023,255,6800,255,4000,5000,0
20220401203351000,PP22032200023,260,6900,250,4200,4900,0
20220401203351000,PP22032200023,255,7000,255,4100,4800,0
20220401203351300,PP22032200023,260,7100,260,4300,4700,0
20220401203351300,PP22032200023,255,7200,255,4400,4800,0
20220401203351400,PP22032200023,250,7100,250,4200,4900,0
20220401203351400,PP22032200023,255,7000,255,4000,5000,0
20220401203351600,PP22032200023,260,7000,260,3900,5100,0
20220401203351600,PP22032200023,255,7100,255,3800,5200,0
20220401203351900,PP22032200023,250,7200,250,3850,5100,0
20220401203351900,PP22032200023,250,7100,255,3900,5000,0
20220401203352100,PP22032200023,255,7000,260,4000,5100,0
20220401203352100,PP22032200023,260,6900,255,4100,5200,0
20220401203352300,PP22032200023,255,6800,260,4200,5100,0
20220401203352300,PP22032200023,250,6900,255,4300,5000,0
20220401203352500,PP22032200023,255,7000,250,4400,4900,0
20220401203352500,PP22032200023,260,7100,255,4500,4800,0
20220401203352700,PP22032200023,255,7200,260,4200,4700,0
20220401203352700,PP22032200023,250,7100,255,4100,4800,0
20220401203352900,PP22032200023,255,7000,250,4000,4900,0
20220401203352900,PP22032200023,260,6900,250,4000,5000,0
20220401203353200,PP22032200023,255,6800,255,4200,5100,0
20220401203353200,PP22032200023,250,6900,260,4100,5200,0
20220401203353400,PP22032200023,255,7000,255,4300,5000,0
20220401203353400,PP22032200023,260,7100,250,4400,4900,0
20220401203353500,PP22032200023,255,7200,255,4200,4800,0
20220401203353500,PP22032200023,260,7100,260,4000,4700,0
20220401203353800,PP22032200023,255,7000,255,3900,4800,0
20220401203353800,PP22032200023,250,7300,250,3800,4900,0
20220401203354000,PP22032200023,255,7000,255,3850,5000,0
20220401203354000,PP22032200023,260,7100,260,3900,5100,0
20220401203354300,PP22032200023,255,7200,255,4000,5200,0
20220401203354300,PP22032200023,250,7100,250,4100,5100,0
20220401203354500,PP22032200023,250,7000,255,4200,5000,0
20220401203354500,PP22032200023,255,6900,260,4300,5100,0
20220401203354600,PP22032200023,260,6800,255,4400,5200,0
20220401203354600,PP22032200023,255,6900,260,4500,5100,0
20220401203354900,PP22032200023,250,7000,255,4200,5000,0
20220401203354900,PP22032200023,255,7100,250,4100,4900,0
20220401203355100,PP22032200023,260,7200,255,4000,4800,0
20220401203355100,PP22032200023,255,7100,260,4000,4700,0
20220401203355300,PP22032200023,250,7000,255,4200,4800,0
20220401203355300,PP22032200023,255,6900,250,4100,4900,0
20220401203355600,PP22032200023,260,6800,250,4300,5000,0
20220401203355600,PP22032200023,255,6900,255,4400,5100,0
20220401203355700,PP22032200023,250,7000,260,4200,5200,0
20220401203355700,PP22032200023,255,7100,255,4000,5000,0
20220401203356000,PP22032200023,260,7200,250,3900,4900,0
20220401203356000,PP22032200023,255,7100,255,3800,4800,0
20220401203356200,PP22032200023,260,7000,260,3850,4700,0
20220401203356200,PP22032200023,255,7000,255,3900,4800,0
20220401203356400,PP22032200023,250,7100,250,4000,4900,0
20220401203356400,PP22032200023,255,7200,255,4100,5000,0
20220401203356500,PP22032200023,260,7100,260,4200,5100,0
20220401203356500,PP22032200023,255,7000,255,4300,5200,0
20220401203356800,PP22032200023,250,6900,250,4400,5100,0
20220401203356800,PP22032200023,250,6800,255,4500,5000,0
20220401203357000,PP22032200023,255,6900,260,4200,5100,0
20220401203357000,PP22032200023,260,7000,255,4100,5200,0
20220401203357300,PP22032200023,255,7100,260,4000,5100,0
20220401203357300,PP22032200023,250,7200,255,4000,5000,0
20220401203357500,PP22032200023,255,7100,250,4200,4900,0
20220401203357500,PP22032200023,260,7000,255,4100,4800,0
20220401203357600,PP22032200023,255,6900,260,4300,4700,0
20220401203357600,PP22032200023,250,6800,255,4400,4800,0
20220401203357900,PP22032200023,255,6900,250,4200,4900,0
20220401203357900,PP22032200023,260,7000,250,4000,5000,0
20220401203358100,PP22032200023,255,7100,255,3900,5100,0
20220401203358100,PP22032200023,250,7200,260,3800,5200,0
20220401203358300,PP22032200023,255,7100,255,3850,5000,0
20220401203358300,PP22032200023,260,7000,250,3900,4900,0
20220401203358600,PP22032200023,255,7300,255,4000,4800,0
20220401203358600,PP22032200023,260,7200,260,4100,4700,0
20220401203358800,PP22032200023,255,7000,255,4200,4800,0
20220401203358800,PP22032200023,250,7100,250,4300,4900,0
20220401203358900,PP22032200023,255,7200,255,4400,5000,0
20220401203358900,PP22032200023,260,7100,260,4500,5100,0
20220401203359200,PP22032200023,255,7000,255,4200,5200,0
20220401203359200,PP22032200023,250,6900,250,4100,5100,0
20220401203359400,PP22032200023,250,6800,255,4000,5000,0
20220401203359400,PP22032200023,255,6900,260,4000,5100,0
20220401203359700,PP22032200023,260,7000,255,4200,5200,0
20220401203359700,PP22032200023,255,7100,260,4100,5100,0
20220401203359800,PP22032200023,250,7200,255,4300,5000,0
20220401203359800,PP22032200023,255,7100,250,4400,4900,0
20220401203400000,PP22032200023,260,7000,255,4200,4800,0
20220401203400000,PP22032200023,255,6900,260,4000,4700,0
20220401203400300,PP22032200023,250,6800,255,3900,4800,0
20220401203400300,PP22032200023,255,6900,250,3800,4900,0
20220401203400500,PP22032200023,260,7000,250,3850,5000,0
20220401203400500,PP22032200023,255,7100,255,3900,5100,0
20220401203400700,PP22032200023,250,7200,260,4000,5200,0
20220401203400700,PP22032200023,255,7100,255,4100,5000,0
20220401203400900,PP22032200023,260,7000,250,4200,4900,0
20220401203400900,PP22032200023,255,7000,255,4300,4800,0
20220401203401100,PP22032200023,260,7100,260,4400,4700,0
20220401203401100,PP22032200023,255,7200,255,4500,4800,0
20220401203401400,PP22032200023,250,7100,250,4200,4900,0
20220401203401400,PP22032200023,255,7000,255,4100,5000,0
20220401203401600,PP22032200023,260,6900,260,4000,5100,0
20220401203401600,PP22032200023,255,6800,255,4000,5200,0
20220401203401800,PP22032200023,250,6900,250,4200,5100,0
20220401203401800,PP22032200023,250,7000,255,4100,5000,0
20220401203401900,PP22032200023,255,7100,260,4300,5100,0
20220401203401900,PP22032200023,260,7200,255,4400,5200,0
20220401203402200,PP22032200023,255,7100,260,4200,5100,0
20220401203402200,PP22032200023,250,7000,255,4000,5000,0
20220401203402400,PP22032200023,255,6900,250,3900,4900,0
20220401203402400,PP22032200023,260,6800,255,3800,4800,0
20220401203402700,PP22032200023,255,6900,260,3850,4700,0
20220401203402700,PP22032200023,250,7000,255,3900,4800,0
20220401203402900,PP22032200023,255,7100,250,4000,4900,0
20220401203402900,PP22032200023,260,7200,250,4100,5000,0
20220401203403000,PP22032200023,255,7100,255,4200,5100,0
20220401203403000,PP22032200023,250,7000,260,4300,5200,0
20220401203403300,PP22032200023,255,7000,255,4400,5000,0
20220401203403300,PP22032200023,260,7100,250,4500,4900,0
20220401203403500,PP22032200023,255,7200,255,4200,4800,0
20220401203403500,PP22032200023,260,7100,260,4100,4700,0
20220401203403700,PP22032200023,255,7000,255,4000,4800,0
20220401203403700,PP22032200023,250,6900,250,4000,4900,0
20220401203403900,PP22032200023,255,6800,255,4200,5000,0
20220401203403900,PP22032200023,260,6900,260,4100,5100,0
20220401203404100,PP22032200023,255,7000,255,4300,5200,0
20220401203404100,PP22032200023,250,7100,250,4400,5100,0
20220401203404300,PP22032200023,250,7200,255,4200,5000,0
20220401203404300,PP22032200023,255,7100,260,4000,5100,0
20220401203404600,PP22032200023,260,7000,255,3900,5200,0
20220401203404600,PP22032200023,255,6900,260,3800,5100,0
20220401203404800,PP22032200023,250,6800,255,3850,5000,0
20220401203404800,PP22032200023,255,6900,250,3900,4900,0
20220401203404900,PP22032200023,260,7000,255,4000,4800,0
20220401203404900,PP22032200023,255,7100,260,4100,4700,0
20220401203405200,PP22032200023,250,7200,255,4200,4800,0
20220401203405200,PP22032200023,255,7100,250,4300,4900,0
20220401203405400,PP22032200023,260,7000,250,4400,5000,0
20220401203405400,PP22032200023,255,7000,255,4500,5100,0
20220401203405700,PP22032200023,250,7100,260,4200,5200,0
20220401203405700,PP22032200023,255,7200,255,4100,5000,0
20220401203405900,PP22032200023,260,7100,250,4000,4900,0
20220401203405900,PP22032200023,255,7000,255,4000,4800,0
20220401203406000,PP22032200023,260,6900,260,4200,4700,0
20220401203406000,PP22032200023,255,6800,255,4100,4800,0
20220401203406300,PP22032200023,250,6900,250,4300,4900,0
20220401203406300,PP22032200023,255,7000,255,4400,5000,0
20220401203406500,PP22032200023,260,7100,260,4200,5100,0
20220401203406500,PP22032200023,255,7200,255,4000,5200,0
20220401203406700,PP22032200023,250,7100,250,3900,5100,0
